#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HBV" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HBV" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:HBV" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.base.inference.parameter.RealParameter">100.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:HBV" id="estimatedFreqs.s:HBV" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:HBV" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:HBV" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
209000	-12512.875373473857	-12311.773959278587	-201.1014141952687	-12311.773959278587	3571.0475860930433	21722.782360442863	2.5052874066088062	0.2380071013841021	0.2745529230023526	0.2080629382050134	0.2793770374085318	2831.0756997336603	-162.22629406108007
210000	-12507.348917461282	-12310.01656807543	-197.33234938585116	-12310.01656807543	3514.1648191861605	20957.14373477384	2.5052874066088062	0.2380071013841021	0.2745529230023526	0.2080629382050134	0.2793770374085318	2403.460252538287	-162.89549352532816
211000	-12510.687998702828	-12312.491482320323	-198.1965163825046	-12312.491482320323	3341.694237405413	21116.36915133223	2.5052874066088062	0.248730966159791	0.2638290582266637	0.2080629382050134	0.2793770374085318	2269.2481236144095	-165.1713541914952
212000	-12513.208050353614	-12317.469691453767	-195.7383588998469	-12317.469691453767	3409.329748084633	20368.713628445243	2.3874736334098237	0.2557455147566111	0.25754215727782337	0.21196367996126383	0.2747486480043016	1879.6797106215872	-166.85693973595062
213000	-12508.8974526666	-12310.985252369755	-197.9122002968445	-12310.985252369755	3415.4232087081436	20688.904601373222	2.3874736334098237	0.24006149518423978	0.25754215727782337	0.21196367996126383	0.2904326675766729	2269.270213265606	-164.92508483086098
214000	-12511.244176296397	-12315.969108171146	-195.27506812525104	-12315.969108171146	3351.2699322657477	19947.15294905377	2.3874736334098237	0.24006149518423978	0.25754215727782337	0.21196367996126383	0.2904326675766729	2596.0840736370983	-158.88661361820982
215000	-12512.05482761058	-12316.74038186791	-195.31444574267059	-12316.74038186791	3592.0767632331745	20580.720080251827	2.3874736334098237	0.24006149518423978	0.25754215727782337	0.21196367996126383	0.2904326675766729	2525.362695374512	-159.66054831336686
216000	-12508.944339200707	-12311.548922619268	-197.3954165814385	-12311.548922619268	3398.530782770473	20506.484455512487	2.3874736334098237	0.24959377451567846	0.25754215727782337	0.21196367996126383	0.2809003882452342	2682.6634261822455	-160.12539444126102
217000	-12511.214486939494	-12313.934147507829	-197.28033943166452	-12313.934147507829	3511.7364967033955	21064.697974011506	2.3874736334098237	0.24959377451567846	0.25754215727782337	0.21196367996126383	0.2809003882452342	2454.1193520421557	-162.38390974746304
218000	-12511.51647715391	-12315.441335020956	-196.07514213295394	-12315.441335020956	3462.641241392286	20443.217656341287	2.3874736334098237	0.24959377451567846	0.25754215727782337	0.21196367996126383	0.2809003882452342	2020.6606837949023	-165.70569914840547
219000	-12512.463607332378	-12315.640038612435	-196.8235687199425	-12315.640038612435	3295.4082999845405	20205.927674521612	2.3874736334098237	0.24959377451567846	0.25754215727782337	0.21196367996126383	0.2809003882452342	2490.0038743178807	-161.55392269023352
220000	-12507.307152763939	-12311.8060393114	-195.50111345253902	-12311.8060393114	3304.275837993414	19945.490541333424	2.453251769114665	0.24559189727751246	0.268675829729426	0.22077826449188534	0.2649540085011762	2306.43841757813	-162.14315422423485
221000	-12506.766306213394	-12308.656996204718	-198.109310008676	-12308.656996204718	3601.3843398822487	21415.41735696164	2.453251769114665	0.2393158841382372	0.268675829729426	0.22077826449188534	0.27123002164045146	2643.6263399424492	-161.23696143470755
222000	-12507.188058884822	-12310.123881951362	-197.06417693346	-12310.123881951362	3373.7916795090982	20239.393631993502	2.453251769114665	0.2393158841382372	0.268675829729426	0.22077826449188534	0.27123002164045146	2647.5180378710224	-160.15145506702711
223000	-12505.73108136701	-12309.493678974688	-196.23740239232242	-12309.493678974688	3568.379732572018	20939.421480513483	2.453251769114665	0.2393158841382372	0.268675829729426	0.22077826449188534	0.27123002164045146	2131.581315228192	-164.6986386731076
224000	-12508.750109719593	-12312.137647685075	-196.61246203451873	-12312.137647685075	3232.3557130735244	19694.526452117505	2.4571394478107007	0.2393158841382372	0.268675829729426	0.22077826449188534	0.27123002164045146	2887.1055055258075	-157.2166196851838
225000	-12504.431366148963	-12308.052602074538	-196.37876407442533	-12308.052602074538	3482.9031511288704	20716.57050257672	2.4571394478107007	0.2393158841382372	0.268675829729426	0.22077826449188534	0.27123002164045146	2225.1318097699213	-163.8604925905827
226000	-12507.89163332454	-12309.685159212635	-198.20647411190424	-12309.685159212635	3626.9812109503987	21261.39447492478	2.4571394478107007	0.24549796867927867	0.268675829729426	0.22077826449188534	0.26504793709941	2221.8869369764916	-165.72943938394658
227000	-12502.408924422072	-12305.642447981078	-196.76647644099526	-12305.642447981078	3516.734519081737	20860.073229044865	2.4571394478107007	0.24549796867927867	0.268675829729426	0.22077826449188534	0.26504793709941	2415.3164544633187	-162.27250776416938
228000	-12510.40470930947	-12313.2507270142	-197.15398229527045	-12313.2507270142	3294.2037876253366	20685.693167468566	2.4571394478107007	0.24549796867927867	0.268675829729426	0.22077826449188534	0.26504793709941	2323.5299197141217	-163.61623430734832
229000	-12514.823442989335	-12316.115160953259	-198.7082820360764	-12316.115160953259	3592.418262120108	21522.565750536556	2.4571394478107007	0.24549796867927867	0.268675829729426	0.22077826449188534	0.26504793709941	2647.3606628110892	-161.80305575246936
230000	-12512.226111003623	-12316.658028749867	-195.56808225375678	-12316.658028749867	3555.526699767008	20794.917533477506	2.4571394478107007	0.24549796867927867	0.268675829729426	0.22077826449188534	0.26504793709941	2414.052405037802	-161.0872723206701
231000	-12514.607037813574	-12317.755431089547	-196.85160672402628	-12317.755431089547	3654.014423045677	21300.748810585734	2.5950277992476374	0.22892831806073471	0.2764298018662511	0.22299653591014584	0.2716453441628684	2007.62047346033	-166.5450720592238
232000	-12504.489728662078	-12306.392313180364	-198.0974154817134	-12306.392313180364	3477.273213281469	20789.517487711753	2.5950277992476374	0.22892831806073471	0.2764298018662511	0.22299653591014584	0.2716453441628684	1952.1070117858264	-168.37377589359437
233000	-12507.333796586388	-12308.222770516932	-199.11102606945596	-12308.222770516932	3585.8834714938193	21651.41419685885	2.5950277992476374	0.2402558216864199	0.2764298018662511	0.21166903228446066	0.2716453441628684	2188.6708568772337	-166.89699573106705
234000	-12507.242089559051	-12313.276874372532	-193.96521518651866	-12313.276874372532	3170.8537568416855	19188.341233016105	2.5950277992476374	0.2402558216864199	0.2764298018662511	0.21166903228446066	0.2716453441628684	2135.6499873329144	-162.305671710415
235000	-12508.03464573916	-12307.39960259992	-200.6350431392405	-12307.39960259992	3509.5478230481717	21082.84543241198	2.5950277992476374	0.2402558216864199	0.2764298018662511	0.21166903228446066	0.2716453441628684	3138.249901904214	-158.5684552154724
236000	-12505.139411936589	-12308.158849436799	-196.98056249978993	-12308.158849436799	3398.403131862372	20679.103628127657	2.5950277992476374	0.2402558216864199	0.2764298018662511	0.21166903228446066	0.2716453441628684	2302.8326021329867	-163.57457767729645
237000	-12503.646532560495	-12307.728455480103	-195.91807708039215	-12307.728455480103	3470.698638627257	20321.455108672406	2.5950277992476374	0.2402558216864199	0.2764298018662511	0.21166903228446066	0.2716453441628684	2339.640344065746	-162.1283161243271
238000	-12506.364766764746	-12309.369421230238	-196.9953455345068	-12309.369421230238	3443.9325121064753	20817.341966730502	2.5950277992476374	0.2402558216864199	0.2764298018662511	0.21166903228446066	0.2716453441628684	2229.2494142630103	-164.35734282887492
239000	-12506.061899675038	-12308.86795275068	-197.1939469243585	-12308.86795275068	3507.896263837294	21057.60005309143	2.5950277992476374	0.23869525923343188	0.2779903643192391	0.21166903228446066	0.2716453441628684	2361.111975085999	-163.1777643606494
240000	-12506.458892355025	-12307.21097095032	-199.24792140470453	-12307.21097095032	3539.7944344793273	21527.797436631707	2.788617253032187	0.23918158291328478	0.2770448506647563	0.21585449018163788	0.267919076240321	2034.1497123008041	-168.59064704991337
241000	-12509.393600591098	-12311.224883040853	-198.16871755024462	-12311.224883040853	3372.9464194188567	20390.700867365013	2.788617253032187	0.23918158291328478	0.2770448506647563	0.21585449018163788	0.267919076240321	1719.5543772173362	-170.82372914457366
242000	-12506.523545218106	-12309.154473293373	-197.36907192473285	-12309.154473293373	3449.552485330158	20846.178612716983	2.5944101526683	0.24439380303113195	0.2748395868316629	0.22162439692552977	0.25914221321167535	2294.678758486561	-164.07880942559993
243000	-12507.800602834684	-12311.876363225856	-195.9242396088281	-12311.876363225856	3460.7149296829098	20496.00834190541	2.5944101526683	0.24439380303113195	0.2748395868316629	0.22162439692552977	0.25914221321167535	2259.5693084298427	-163.00033605947425
244000	-12509.68735369363	-12308.829044240516	-200.85830945311335	-12308.829044240516	3606.915714924106	21654.416392277402	2.5944101526683	0.24439380303113195	0.2748395868316629	0.22162439692552977	0.25914221321167535	1879.281200995612	-171.91972898930038
245000	-12512.251003668302	-12315.171074326272	-197.07992934203023	-12315.171074326272	3256.2811168753515	19924.764310101153	2.5944101526683	0.24439380303113195	0.2748395868316629	0.22162439692552977	0.25914221321167535	2535.87286270626	-161.27878020801495
246000	-12508.646910753621	-12311.146652830545	-197.50025792307642	-12311.146652830545	3364.043154231998	20917.58050281237	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2126.1204395444697	-165.97332891836513
247000	-12514.817106513008	-12315.450622520133	-199.36648399287435	-12315.450622520133	3489.341691940374	21436.76313727617	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2579.575431032193	-163.11361243754502
248000	-12506.04666686915	-12307.548472623637	-198.49819424551157	-12307.548472623637	3352.2581788492275	20788.614141592465	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2260.1341708642335	-165.570613930031
249000	-12504.317319522497	-12307.613311229989	-196.70400829250826	-12307.613311229989	3395.1529262760127	20516.607061372255	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2204.0148228142366	-164.36251358438105
250000	-12505.405013953945	-12307.706792635317	-197.69822131862824	-12307.706792635317	3595.5949884333068	21289.08100499299	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2139.9837567898808	-166.02622482492797
251000	-12506.596579593723	-12308.087087542734	-198.50949205098874	-12308.087087542734	3429.37860290479	21022.095762675715	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2245.932424262685	-165.7301695778659
252000	-12504.94059275524	-12307.772067925762	-197.1685248294784	-12307.772067925762	3365.9440906377586	20535.54509530581	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2484.225564861188	-161.90643915400977
253000	-12508.430687246504	-12313.510007264285	-194.92067998221802	-12313.510007264285	3438.568818557427	20377.149506769252	2.5944101526683	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2341.0514810192317	-161.14910232504525
254000	-12506.118239291112	-12311.821729835097	-194.29650945601438	-12311.821729835097	3561.124901773438	20157.20810726542	2.932500884523252	0.24439380303113195	0.2640086200017263	0.22162439692552977	0.2699731800416119	2163.4148552258143	-162.25577958852605
255000	-12507.215367110934	-12309.628818085068	-197.58654902586548	-12309.628818085068	3371.4735617989954	20641.505112301442	2.932500884523252	0.24817118859971998	0.2640086200017263	0.21784701135694173	0.2699731800416119	2031.06878502962	-166.9262150895902
256000	-12505.962951017922	-12307.744529420344	-198.21842159757765	-12307.744529420344	3396.0082561478785	21025.449902044988	2.932500884523252	0.24817118859971998	0.2640086200017263	0.21784701135694173	0.2699731800416119	2474.1288338619956	-162.9321342368118
257000	-12507.20454485137	-12310.73718204455	-196.46736280682092	-12310.73718204455	3399.6159631998235	19830.062553097392	2.932500884523252	0.24817118859971998	0.2640086200017263	0.21784701135694173	0.2699731800416119	2789.941865291897	-157.904014044804
258000	-12508.989355238604	-12310.769621141633	-198.21973409696972	-12310.769621141633	3458.91598097201	21148.90673954713	2.7628221061533735	0.24250922091762972	0.2595057930538188	0.2153190072396513	0.28266597878890015	2119.487516961994	-166.67635400060072
259000	-12513.338494882908	-12318.689771297626	-194.64872358528208	-12318.689771297626	3625.5687965189823	20678.766779628546	2.7628221061533735	0.24250922091762972	0.2595057930538188	0.2153190072396513	0.28266597878890015	2043.7338922841118	-163.89891162520945
260000	-12508.24875268726	-12311.717599000103	-196.53115368715538	-12311.717599000103	3334.3234599002617	20170.648366396847	2.7628221061533735	0.24250922091762972	0.27160511929647335	0.20321968099699678	0.28266597878890015	2129.922096714532	-164.84177712501946
261000	-12507.050371879934	-12309.632958642653	-197.4174132372815	-12309.632958642653	3465.6575700872327	20297.640178170946	2.7628221061533735	0.24250922091762972	0.27160511929647335	0.20321968099699678	0.28266597878890015	2795.578609295625	-158.80223739000718
262000	-12507.796087151553	-12312.570747182206	-195.2253399693476	-12312.570747182206	3444.801618240424	20214.404326150943	2.66922423585383	0.23940282165606142	0.2671895378470756	0.20701134780289074	0.2863962926939722	1847.908553430333	-166.53809314506063
263000	-12514.114797131866	-12319.385313275516	-194.72948385635087	-12319.385313275516	3785.3619329165826	21087.931330994314	2.66922423585383	0.23940282165606142	0.2671895378470756	0.20701134780289074	0.2863962926939722	2153.873136515721	-162.83091014075126
264000	-12507.554628477254	-12308.586049214218	-198.96857926303494	-12308.586049214218	3588.4094531566057	21536.58859052331	2.66922423585383	0.23940282165606142	0.2671895378470756	0.20701134780289074	0.2863962926939722	2109.9678411781915	-167.52944752514898
265000	-12505.879497751303	-12308.776808103166	-197.10268964813596	-12308.776808103166	3454.399733236621	20548.89071084626	2.66922423585383	0.23940282165606142	0.2671895378470756	0.20701134780289074	0.2863962926939722	2545.476216055491	-161.12270556735578
266000	-12502.518700461153	-12304.716076435709	-197.8026240254445	-12304.716076435709	3548.661096548141	21164.263973767407	2.66922423585383	0.23940282165606142	0.2671895378470756	0.20701134780289074	0.2863962926939722	2598.6478991085937	-161.27045632916992
267000	-12503.029292602863	-12307.143416946103	-195.88587565675982	-12307.143416946103	3359.3996241074374	20281.31656504041	2.66922423585383	0.23940282165606142	0.2671895378470756	0.20701134780289074	0.2863962926939722	2258.3204898667796	-162.89594823412156
268000	-12508.708261049012	-12309.333908183873	-199.37435286513943	-12309.333908183873	3619.970880653423	21717.787438613654	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	2344.0475989197625	-165.52422239449845
269000	-12509.31507264377	-12311.890248293113	-197.424824350658	-12311.890248293113	3556.182150768242	20693.198522829793	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	1912.3626377029411	-168.09304781250935
270000	-12509.59467706454	-12311.639299032777	-197.9553780317641	-12311.639299032777	3247.0282188889546	20295.274907852283	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	1972.0756346290136	-167.99603184684133
271000	-12503.131005621917	-12306.548607031795	-196.58239859012298	-12306.548607031795	3395.5733402525657	20462.917608966145	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	2347.3186473696414	-162.6981770825726
272000	-12510.189454076972	-12314.038882268003	-196.15057180896883	-12314.038882268003	3503.4278564440974	21000.976339868237	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	2289.3160799687016	-162.87114632752613
273000	-12504.255154901693	-12305.499174037517	-198.75598086417688	-12305.499174037517	3590.9816284040694	21510.930055969973	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	2295.4362157838395	-165.41271094261677
274000	-12506.738612241918	-12310.218515631741	-196.5200966101761	-12310.218515631741	3152.7209031871384	19333.63940214424	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	1746.7393615994672	-168.9342355794161
275000	-12505.927915451875	-12309.721549392783	-196.2063660590916	-12309.721549392783	3446.6926325017766	20529.164425242256	2.66922423585383	0.23940282165606142	0.2671895378470756	0.2166924519832454	0.27671518851361754	2188.338197268917	-163.98137897405852
276000	-12505.086222289161	-12308.487757709874	-196.59846457928654	-12308.487757709874	3648.1868113560467	21206.007682134048	2.66922423585383	0.22933788585561	0.27725447364752703	0.2166924519832454	0.27671518851361754	2306.7424869258575	-163.11934651760518
277000	-12510.495334568128	-12313.077590232115	-197.4177443360134	-12313.077590232115	3466.0484062415358	20118.78135854086	2.66922423585383	0.22933788585561	0.26624616833253334	0.2166924519832454	0.28772349382861123	2899.0701780272198	-157.78457133842008
278000	-12507.822972330556	-12309.982336708357	-197.8406356221978	-12309.982336708357	3457.0637668708778	20409.349871556566	2.8090801942179215	0.24868130765566634	0.25678599192194945	0.2129848901881162	0.2815478102342681	2732.422955581326	-159.89876153837395
279000	-12509.098002089144	-12310.327466147332	-198.77053594181265	-12310.327466147332	3414.0110742940265	20963.624306626705	2.8090801942179215	0.24868130765566634	0.25678599192194945	0.2129848901881162	0.2815478102342681	2515.732892203248	-163.07736082157513
280000	-12509.93348287051	-12312.092438306223	-197.8410445642873	-12312.092438306223	3600.300046328609	21507.471423154544	2.8090801942179215	0.24868130765566634	0.25678599192194945	0.2129848901881162	0.2815478102342681	2505.2673994748516	-162.25665137878386
281000	-12506.361690192383	-12309.431971425378	-196.9297187670059	-12309.431971425378	3386.633495522576	20568.23031060144	2.8090801942179215	0.24868130765566634	0.25678599192194945	0.2129848901881162	0.2815478102342681	2023.1292292585802	-166.37831982225796
282000	-12506.660913884829	-12309.955440956981	-196.70547292784872	-12309.955440956981	3536.6604887450258	20718.7564475736	2.703415736457755	0.23464150068744322	0.26605844208584933	0.2178543445685645	0.28144571265814305	2490.6515221325367	-161.310515160462
283000	-12506.38659430648	-12308.87766929341	-197.50892501306893	-12308.87766929341	3286.1082261165925	20579.84672122533	2.703415736457755	0.23464150068744322	0.26605844208584933	0.2178543445685645	0.28144571265814305	2237.5761141068624	-164.75080095816185
284000	-12508.613214700474	-12311.756546140554	-196.85666855991914	-12311.756546140554	3416.4200633138353	20291.027144938995	2.703415736457755	0.23464150068744322	0.26605844208584933	0.2178543445685645	0.28144571265814305	1835.5616015029852	-168.31475190753366
285000	-12506.763200666752	-12310.643712476058	-196.11948819069397	-12310.643712476058	3300.2785817090444	20084.930878158208	2.5555647823866745	0.24297143711022318	0.2638072766727812	0.21505640405973195	0.2781648821572637	2324.155955075018	-162.51822280932424
286000	-12504.736832703311	-12306.863756440373	-197.87307626293767	-12306.863756440373	3464.4170390782283	20825.869357788295	2.635944790303418	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2197.046718283868	-165.5897220168532
287000	-12505.438284663127	-12307.797449453969	-197.6408352091589	-12307.797449453969	3477.5879758420974	21028.99467979262	2.635944790303418	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2011.935068469445	-167.29573436860977
288000	-12513.720429717383	-12316.643954668678	-197.07647504870584	-12316.643954668678	3802.9652927216575	21330.78966711651	2.635944790303418	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2055.347292753468	-166.27611759085437
289000	-12511.760064797916	-12314.2039914018	-197.55607339611484	-12314.2039914018	3729.866189559573	21688.830586466807	2.635944790303418	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2177.075787455953	-165.48146860699146
290000	-12508.726376051221	-12309.011480753104	-199.71489529811745	-12309.011480753104	3629.803577539079	21774.478644183124	2.635944790303418	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2115.9659561655553	-168.27957527954865
291000	-12515.368292872838	-12317.780486367388	-197.58780650544966	-12317.780486367388	3767.265187522874	21696.679350538907	2.8067756613688934	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	1990.4046750880339	-167.40584063329783
292000	-12504.499861883534	-12306.712238649172	-197.7876232343622	-12306.712238649172	3408.7562796653137	20907.914590592678	2.8067756613688934	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2164.508761767618	-165.78159958659498
293000	-12505.965118803198	-12310.276623037977	-195.6884957652218	-12310.276623037977	3360.6500265991713	20112.81954881092	2.8067756613688934	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2300.7856213889204	-162.2592568899782
294000	-12508.377629806895	-12314.551833580377	-193.8257962265178	-12314.551833580377	3384.127734019867	19791.330622991874	2.628000179731709	0.24044578923929263	0.25722295870454037	0.22571288650233962	0.27661836555382735	2119.576040720795	-162.35564391327816
295000	-12503.866849907712	-12307.69345599499	-196.17339391272333	-12307.69345599499	3462.1489912959164	20373.25629950161	2.628000179731709	0.24044578923929263	0.25722295870454037	0.2275207191489987	0.2748105329071683	2650.9711810835993	-159.17207913897957
296000	-12506.338702994337	-12309.062406307941	-197.2762966863949	-12309.062406307941	3349.957280368884	20450.624962032198	2.628000179731709	0.24044578923929263	0.25722295870454037	0.2275207191489987	0.2748105329071683	2014.29338387622	-166.9136709090888
297000	-12510.248601027162	-12313.66477456639	-196.5838264607719	-12313.66477456639	3295.944236199857	20266.958805976956	2.628000179731709	0.24044578923929263	0.25722295870454037	0.2275207191489987	0.2748105329071683	2342.5736877132485	-162.78892572686738
298000	-12506.412647062964	-12308.683245218175	-197.72940184478836	-12308.683245218175	3440.4608150103386	21002.95529852296	2.6760911150629116	0.2441041829349205	0.2708959617390668	0.22093818136667695	0.2640616739593358	2219.8946847965535	-165.1895998684604
299000	-12507.514153008766	-12311.405330976648	-196.10882203211787	-12311.405330976648	3356.7957134695903	20264.09992058795	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.22042415489939163	0.2617243116517514	2411.560528189791	-161.60766559249618
300000	-12507.369621276013	-12311.370111991937	-195.9995092840761	-12311.370111991937	3480.7230473685095	20550.653724124364	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.22042415489939163	0.2617243116517514	2111.131840702546	-164.63435905989616
301000	-12511.766811959822	-12315.419118747905	-196.34769321191771	-12315.419118747905	3620.7722575296475	21001.695294328594	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.22042415489939163	0.2617243116517514	2581.1264874294834	-160.0836048319106
302000	-12505.028281707106	-12308.580260382396	-196.4480213247092	-12308.580260382396	3477.496999460045	20297.25634828735	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.22042415489939163	0.2617243116517514	1769.5181666607102	-168.67375960537123
303000	-12507.317233949563	-12308.24306594269	-199.07416800687363	-12308.24306594269	3345.420673766507	20866.41240830971	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.22042415489939163	0.2617243116517514	1919.1167148416578	-169.72357463467895
304000	-12515.431620594578	-12313.619221414474	-201.81239918010365	-12313.619221414474	3476.7383504898826	21246.981863308214	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.22042415489939163	0.2617243116517514	1599.1155558782941	-175.84240759117426
305000	-12516.092244732852	-12318.647278422302	-197.44496631054955	-12318.647278422302	3696.1079017877473	21815.071087123335	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.21093302973708414	0.2712154368140589	2181.654395545471	-165.3168862421478
306000	-12505.06707931024	-12308.585698288798	-196.4813810214416	-12308.585698288798	3206.3859883064506	19885.242309412264	2.5837382607567325	0.2487016165347718	0.26914991691408524	0.21093302973708414	0.2712154368140589	2362.811003579161	-162.46276403055228
