#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HBV" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HBV" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:HBV" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.base.inference.parameter.RealParameter">100.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:HBV" id="estimatedFreqs.s:HBV" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:HBV" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:HBV" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
502	-20692.50796716338	-20826.22696013631	-20692.50796716338	-133.718992972932	-20692.50796716338	800.5035586149684	3384.344859361064	2.738170796185051	0.29649785206925466	0.2793532343603921	0.1328020191805731	0.29134689438978023	652.8086044556757	-117.48235847874881
503	-20682.87567376248	-20808.27788721813	-20682.875673762475	-125.40221345565509	-20682.875673762475	582.0081054109505	2290.7545512074626	4.233402595695051	0.296144305808717	0.28186320411998983	0.12854509999425293	0.2934473900770403	500.4877625600219	-110.40039825797797
504	-20674.43767709615	-20779.8848593193	-20674.43767709615	-105.44718222315109	-20674.43767709615	616.0407436980796	1682.7302838691999	5.322279149516667	0.3028903547614473	0.2663246318448565	0.13364834158842614	0.2971366718052701	127.83726806214402	-95.2642226130853
505	-20621.485484560253	-20753.529101768072	-20621.485484560253	-132.0436172078203	-20621.485484560253	527.1897110937923	2846.1660724595745	1.7450806065062845	0.24043381937696748	0.16545976688077033	0.34675331835041834	0.24735309539184389	443.17584107285745	-118.86254165622688
506	-20600.168272914776	-20730.08399919805	-20600.168272914776	-129.91572628327322	-20600.168272914776	793.6990574514841	3402.6067182079228	4.576440628284179	0.27968849100490417	0.25413310050274224	0.14313034892782275	0.3230480595645309	398.17217060950276	-116.19006326051942
507	-20557.32409583892	-20684.07430715025	-20557.32409583892	-126.7502113113279	-20557.32409583892	661.7710340716619	2861.1911716765626	4.068682443301084	0.296144305808717	0.28186320411998983	0.12854509999425293	0.2934473900770403	238.98933665273003	-115.1455879401907
508	-20522.83130103607	-20632.652121819938	-20522.831301036065	-109.82082078387295	-20522.831301036065	303.45482206580806	1224.157997664022	4.416776841602439	0.29161008499102953	0.27676983464618105	0.13880610814058894	0.29281397222220057	153.32582323782265	-99.52972801927793
509	-20502.400298267698	-20602.71771677359	-20502.400298267698	-100.31741850589148	-20502.400298267698	123.584132087387	591.4612780431991	6.919049888519395	0.2974081330270325	0.2723420479491205	0.12763092548416216	0.3026188935396849	107.46509360835276	-90.04167416451816
510	-20468.94124432317	-20605.44089904194	-20468.941244323174	-136.49965471876618	-20468.941244323174	2108.109056941107	6286.992631617257	3.2271653561690927	0.2568310680988701	0.15348163108553237	0.3724077958271671	0.2172795049884305	616.9926299053951	-120.48916935052755
511	-20460.539900007145	-20559.503937629757	-20460.53990000714	-98.96403762261542	-20460.53990000714	142.2260184595488	592.14375103037	4.754760307162597	0.29249425253281885	0.26563527099396367	0.14814934781524985	0.2937211286579677	91.90544998759503	-89.78605695213926
512	-20440.694103268328	-20567.71985366892	-20440.694103268324	-127.02575040059843	-20440.694103268324	611.1283475057635	2605.2020267339894	5.498929009992606	0.28481673450074635	0.27152010046602165	0.14564762555644267	0.29801553947678944	314.28351436463174	-114.18093309390063
513	-20431.346862457252	-20550.96124103143	-20431.346862457245	-119.61437857418464	-20431.346862457245	219.76615019302284	1362.7008536215444	2.1434572545470623	0.24744482994323339	0.1468024751033909	0.3696173128776791	0.23613538207569662	192.499669948808	-109.38440995312646
514	-20403.422553771572	-20534.195536479623	-20403.42255377157	-130.77298270805568	-20403.42255377157	914.1403702773349	3481.9363950303623	3.141580920587507	0.2744724171137453	0.2392585960446311	0.15103731949031077	0.33523166735131293	419.6567771161296	-117.2717334306005
515	-20402.201792187967	-20507.31873247804	-20402.201792187963	-105.11694029007751	-20402.201792187963	156.2833173572361	725.8648027738495	4.445287804159264	0.29256431399969224	0.27529131561527437	0.1389307552071638	0.2932136151778697	180.75501333854447	-94.38069361476934
516	-20373.777853247513	-20496.00927478659	-20373.777853247513	-122.2314215390756	-20373.777853247513	275.05460658818754	1522.8137387313168	4.61923955268172	0.2771126591338756	0.2786040532467197	0.12471254853389634	0.31957073908550837	333.92689212380975	-109.11231772537346
517	-20337.544244790846	-20475.337679441855	-20337.54424479085	-137.79343465100615	-20337.54424479085	1055.864725450615	4195.450602301527	5.292150239996695	0.27968849100490417	0.2582810782324635	0.13250138653067742	0.329529044231955	656.1544481395492	-120.66960360603333
518	-20325.414443088317	-20437.708868807364	-20325.414443088317	-112.29442571904757	-20325.414443088317	232.40705035931038	1096.9700648209262	3.494091515303224	0.2512588199434582	0.14694782827909403	0.37894159863360544	0.22285175314384234	200.57034626152708	-101.40222997532027
519	-20317.837403479814	-20459.09340853803	-20317.837403479814	-141.25600505821444	-20317.837403479814	853.9472688917847	4332.198005272407	6.3670162043778875	0.28089872116389186	0.2842588229574505	0.1135152126671636	0.3213272432114941	680.763887407946	-123.33582151178403
520	-20316.825378709327	-20464.47203160414	-20316.82537870933	-147.64665289480698	-20316.82537870933	2319.034105430105	7743.277232079123	4.3804322351545055	0.27968849100490417	0.25413310050274224	0.13911097517042548	0.32706743332192817	833.678165407428	-128.84375597736374
521	-20304.906969181553	-20423.155607787907	-20304.906969181553	-118.24863860635315	-20304.906969181553	252.74056559931392	1359.6310918081572	3.234381940046672	0.2839988608905017	0.2421224348706958	0.14313034892782275	0.33074835531097985	294.28040221391973	-106.2567772132332
522	-20296.258381482	-20425.70733256034	-20296.258381482014	-129.44895107832684	-20296.258381482014	921.8167120689915	3138.426817330189	4.63459220559795	0.29161008499102953	0.27676983464618105	0.13880610814058894	0.29281397222220057	585.3375569234873	-113.44767952614993
523	-20293.614720980324	-20413.785737552345	-20293.614720980324	-120.17101657202248	-20293.614720980324	875.9045894470524	2599.1570666710363	6.484200285372355	0.2771126591338756	0.2759846921880615	0.12455381995527395	0.32234882872278897	323.38628986387874	-106.69185127154933
524	-20292.438377427854	-20423.202247851736	-20292.438377427854	-130.76387042388208	-20292.438377427854	1283.8142643787507	4081.9549744844617	3.675962466917691	0.29161008499102953	0.28235735730843803	0.13574173257629957	0.290290825124233	546.6875538858193	-115.4774333830076
525	-20253.47486556357	-20373.64327311143	-20253.474865563607	-120.16840754782234	-20253.474865563607	317.41355165948784	1569.792073466988	5.498929009992606	0.2900183017553352	0.27676983464618105	0.14039789137628328	0.29281397222220057	290.0525811369757	-107.59412147785727
526	-20207.521767494658	-20315.24340136779	-20207.521767494658	-107.72163387313145	-20207.521767494658	843.5086507200631	2098.114062216532	2.4003948730231075	0.23610614780049954	0.1659912299175696	0.34626020872606716	0.25164241355586364	150.08203846469266	-98.28496520768535
527	-20189.60638545443	-20318.62952631731	-20189.606385454426	-129.02314086288408	-20189.606385454426	678.5397699176503	2760.9725730324826	2.1255965159575987	0.25419279499076897	0.15507785663715015	0.33847194091244115	0.2522574074596397	284.565196630841	-117.67191787143011
528	-20186.50450291733	-20313.907484369996	-20186.504502917323	-127.40298145267468	-20186.504502917323	815.8108739659828	2812.168849944781	2.123459865675761	0.25289399867265216	0.15903514590049117	0.34236226800169167	0.245708587425165	490.12915841020003	-113.47429579181376
529	-20163.53663987776	-20264.01777669581	-20163.53663987776	-100.48113681805307	-20163.53663987776	125.95873651391459	617.5255865092239	3.6754862320041926	0.29161008499102953	0.27676983464618105	0.1312962134920767	0.3003238668707128	98.28815857395324	-91.3197409040338
530	-20159.09661667167	-20270.295648517564	-20159.09661667167	-111.1990318458928	-20159.09661667167	164.61130717733346	971.5969656417358	4.408605225852549	0.29161008499102953	0.28235735730843803	0.13574173257629957	0.290290825124233	183.84462499210557	-100.39249367929071
531	-20151.535064389507	-20278.267898816182	-20151.535064389496	-126.73283442668657	-20151.535064389496	383.7730489177374	2291.2811825098506	1.2496229645213648	0.2579736545390408	0.1512969970888783	0.34263353488219794	0.24809581348988288	288.6760063355128	-115.6406012960097
532	-20125.585938913355	-20260.23747234526	-20125.58593891335	-134.6515334319066	-20125.58593891335	731.8957374241918	3054.234505331219	5.000690769274909	0.2771126591338756	0.277000880178182	0.12631572160243407	0.31957073908550837	525.3229703317498	-119.08262841497745
533	-20123.43017860909	-20237.848330229703	-20123.43017860908	-114.41815162062156	-20123.43017860908	683.6686045297765	2019.034665621267	5.765577095549243	0.28448657638075486	0.26711086165386744	0.15372196271232216	0.2946805992530556	200.57239922255582	-103.16116199464452
534	-20122.025254183973	-20248.91551816113	-20122.025254183973	-126.89026397715858	-20122.025254183973	502.29337037020383	2394.478559989905	8.024920193055095	0.2736763628565694	0.2816798575935082	0.12455381995527395	0.3200899595946485	328.32437163417455	-113.00312139319045
535	-20107.843513144577	-20237.957908466542	-20107.843513144577	-130.11439532196383	-20107.843513144577	996.0227925148257	3731.413493605856	6.78138833790786	0.2771126591338756	0.2816798575935082	0.12455381995527395	0.31665366331734224	362.1088691658944	-116.0734482503568
536	-20098.01622614378	-20206.814472432936	-20098.016226143776	-108.79824628916035	-20098.016226143776	297.1853501695753	1183.6806405207737	4.2465683598586095	0.29498239017214256	0.2589073545054061	0.1381656749806179	0.30794458034183353	169.73024342222817	-98.26511388339665
537	-20096.91120835511	-20231.880366567566	-20096.911208355108	-134.9691582124594	-20096.911208355108	646.1152573463859	3451.0401383068593	3.9882371605100424	0.29438649837548203	0.2595032463020666	0.1381656749806179	0.30794458034183353	547.7735554556843	-119.57590856166028
538	-20093.516733124638	-20222.473054871654	-20093.516733124674	-128.956321746981	-20093.516733124674	797.6837381898556	2793.0445817660316	4.917527540645908	0.27613261358868063	0.28648803153356245	0.1445653826555564	0.29281397222220057	426.88499831404687	-114.8333609910831
539	-20090.178844921924	-20218.417657855	-20090.178844921928	-128.238812933073	-20090.178844921928	877.0058992895478	3010.3107359167984	5.000690769274909	0.2771126591338756	0.28126108739096983	0.12205551438964621	0.31957073908550837	432.6868029774759	-113.7311912107675
540	-20068.836884990815	-20196.744055009527	-20068.836884990815	-127.90717001871292	-20068.836884990815	801.7740011778274	3115.0998505353054	5.203614433359737	0.2761538205795677	0.2907228667106819	0.11355257362424201	0.31957073908550837	331.390448265809	-114.49299233285426
541	-20054.542562445837	-20182.66717673583	-20054.54256244584	-128.12461428999026	-20054.54256244584	1930.4956601304452	5036.212864926002	3.0656308632214597	0.2568310680988701	0.15348163108553237	0.3724077958271671	0.2172795049884305	382.0660983517211	-114.9940117079253
542	-20051.461418208837	-20176.846335104336	-20051.461418208837	-125.38491689549821	-20051.461418208837	916.7292970998192	3055.043715938471	3.4623898596152447	0.26050287535821964	0.13152072766962952	0.3943686992430699	0.21360769772908092	395.3782687539819	-111.65157027401594
543	-20051.418833918768	-20145.545320874415	-20051.418833918768	-94.12648695564842	-20051.418833918768	134.80604872401116	558.4633733302906	3.924505898722912	0.29249425253281885	0.270976313360795	0.14814934781524985	0.2883800862911364	60.58282402234106	-85.92777643489096
544	-20029.71576353266	-20154.092734855672	-20029.71576353266	-124.37697132301439	-20029.71576353266	737.8748528077973	2459.2870914584923	8.30754400871306	0.28483671205210415	0.2759704153788817	0.11781175510117699	0.3213811174678372	241.8438030395501	-111.50191537370719
545	-20026.307493396904	-20155.42761923784	-20026.307493396904	-129.1201258409359	-20026.307493396904	775.2375793591224	3110.3965655070306	1.9992664017266135	0.25289399867265216	0.15472052418166865	0.3466768897205142	0.245708587425165	354.7905899805669	-116.86937160774795
546	-19982.742586483622	-20106.27388820368	-19982.742586483622	-123.53130172005777	-19982.742586483622	283.19781151885627	1717.9865457333708	6.470727655857131	0.28483671205210415	0.2759704153788817	0.11781175510117699	0.3213811174678372	211.9109904943279	-111.4949309494272
547	-19971.065280437637	-20101.046399390765	-19971.065280437633	-129.98111895313298	-19971.065280437633	1177.9100712168083	4010.903763534822	1.8701516660848327	0.2579736545390408	0.1512969970888783	0.33847194091244115	0.2522574074596397	364.11726433906585	-117.66320679503076
548	-19967.920790265645	-20089.490796648995	-19967.92079026565	-121.57000638334773	-19967.92079026565	472.3553151672201	2092.0857248549373	4.391785657544959	0.2937832418855658	0.28247957209082075	0.13112964998145715	0.2926075360421564	257.92807432192717	-109.63614708231405
549	-19957.137487660748	-20072.10056993698	-19957.137487660748	-114.96308227623445	-19957.137487660748	152.323598833524	1001.435569134034	4.548386855279189	0.2876936866130404	0.2806862330241702	0.13880610814058894	0.29281397222220057	266.7269518133351	-102.95268426724078
550	-19949.897444612623	-20075.12102815717	-19949.89744461262	-125.22358354454965	-19949.89744461262	754.1430927262863	2660.9070232871286	6.192803017689765	0.2771126591338756	0.28126108739096983	0.12205551438964621	0.31957073908550837	384.069602701168	-111.00827747078236
551	-19941.504508406157	-20055.387423187425	-19941.504508406157	-113.88291478126862	-19941.504508406157	589.5405556445119	1846.050977003557	3.744933433199023	0.29429348171952696	0.28247957209082075	0.13112964998145715	0.29209729620819525	218.83319108701227	-102.7028297804693
552	-19936.680990096997	-20085.657016477588	-19936.680990096997	-148.9760263805917	-19936.680990096997	1468.2902222121297	6488.115957383108	3.227415209766569	0.27585025861075274	0.2317893257734484	0.15103731949031077	0.34132309612548817	636.1319579408653	-132.84242851411514
553	-19911.869823114557	-20025.04312261667	-19911.86982311471	-113.17329950196041	-19911.86982311471	499.8011596366154	1586.016899588461	3.1141414625752857	0.2568310680988701	0.14694782827909403	0.37894159863360544	0.2172795049884305	212.03130661570484	-102.2306966387884
554	-19906.206753723458	-20030.051752110077	-19906.206753723458	-123.8449983866191	-19906.206753723458	720.6785225744679	2640.5522477613595	3.1395559515384797	0.26050287535821964	0.13152072766962952	0.3943686992430699	0.21360769772908092	359.9400964974377	-110.66896857129117
555	-19903.875675329786	-20036.639844469664	-19903.875675329786	-132.76416913987987	-19903.875675329786	1375.286839317086	4564.94668870422	2.5744341294108093	0.2602081859955599	0.1587569791354277	0.3245701179803927	0.2564647168886197	581.9834041162354	-117.62158632035882
556	-19882.768534225637	-20023.282142830714	-19882.768534225634	-140.5136086050819	-19882.768534225634	658.6008106860146	3638.4079450123418	7.678815515034209	0.28264694805439344	0.27695240344301325	0.1190195310347561	0.3213811174678372	482.6298810970083	-124.69773081938571
557	-19862.58721498481	-20003.725167123845	-19862.587214984804	-141.13795213904024	-19862.587214984804	894.7101041753895	4550.571546049758	5.164698956359848	0.28009561663804355	0.28397028216656334	0.12205551438964621	0.31387858680574693	597.201838063944	-124.62792984071474
558	-19861.680201727326	-19954.467949066566	-19861.680201727326	-92.7877473392384	-19861.680201727326	141.79607605423496	534.1277044649437	5.300091591163171	0.29249425253281885	0.2778189627529614	0.14814934781524985	0.28153743689896993	57.69421604469556	-84.26906148236912
559	-19832.867303667335	-19966.171672381246	-19832.86730366734	-133.30436871390583	-19832.86730366734	1468.778891784075	4674.346318354896	2.131067503155842	0.2583869631354291	0.1541012413396618	0.3277998483049731	0.259711947219936	432.2695078174955	-120.08142731076369
560	-19816.466840282465	-19940.253382564257	-19816.46684028247	-123.78654228178931	-19816.46684028247	416.38811273382424	1862.3104364631436	6.420142109274941	0.2872775432326323	0.26474755743116907	0.154253770678231	0.2937211286579677	366.02781131890396	-110.1197004889487
561	-19797.325689002762	-19913.492391164913	-19797.325689002762	-116.16670216215032	-19797.325689002762	278.6332667809683	1340.3510606248565	4.483733490937411	0.2931646017206361	0.27207663633435336	0.14640522838212086	0.2883535335628898	188.97237532180628	-105.37089878793327
562	-19792.883067797513	-19937.638905719097	-19792.88306779751	-144.75583792158747	-19792.88306779751	1588.9780134405723	5732.731871193515	4.498657657911098	0.296144305808717	0.28186320411998983	0.12854509999425293	0.2934473900770403	722.3176951259782	-127.09332484669258
563	-19771.462687987176	-19888.709081856265	-19771.462687987176	-117.24639386908865	-19771.462687987176	554.6270101755835	1933.6865924384488	4.397620093926118	0.2927347727509176	0.2643674191961654	0.1448213248365419	0.29807648321637525	240.69794506823894	-105.6955180866012
564	-19770.48670006912	-19887.511670731234	-19770.48670006912	-117.02497066211558	-19770.48670006912	276.7983887340774	1429.2609511519504	8.401147166331551	0.2780505026801798	0.28005888554502084	0.1252369484574572	0.31665366331734224	212.17798518202898	-104.66755547181728
565	-19769.187902877988	-19876.320169887254	-19769.187902877984	-107.13226700927186	-19769.187902877984	258.3469314320621	999.0640930310532	2.681517444232393	0.28786808109846457	0.2761502285156463	0.1427680752080195	0.2932136151778697	145.34524587664544	-97.59131870863267
566	-19747.3816748117	-19876.945494476095	-19747.381674811702	-129.56381966439218	-19747.381674811702	697.944643121263	2968.514529937666	9.23382587742917	0.2707688049273618	0.27695240344301325	0.12625236880545382	0.32602642282417116	346.12007778193305	-115.21556655061656
567	-19735.205785786875	-19854.553923127558	-19735.20578578688	-119.34813734068001	-19735.20578578688	587.8570900108484	2183.300537490046	3.5568822350055376	0.29269878459551235	0.2812542455714423	0.13880610814058894	0.2872408616924565	329.12021858400965	-106.81341952731708
568	-19734.093151381647	-19841.1344048103	-19734.093151381643	-107.04125342865444	-19734.093151381643	362.5171398476055	1301.704529958563	5.44355479902759	0.2923721576123304	0.27529131561527437	0.13912291159452567	0.2932136151778697	122.09913415499366	-97.00263545074534
569	-19717.103825522965	-19845.363839195757	-19717.10382552297	-128.26001367278988	-19717.10382552297	654.0861173289264	2599.5067741371918	4.051045595188008	0.29148108493733843	0.2699327302796667	0.14757003109776412	0.2910161536852308	447.2328761827933	-114.16976837243448
570	-19691.882546356523	-19805.512992339	-19691.882546356523	-113.63044598247865	-19691.882546356523	318.3170178341936	1438.164935589176	5.624087107069106	0.28193114041809325	0.2816458793746997	0.11504186273936981	0.3213811174678372	176.31522946153632	-102.3027957778691
571	-19632.123601433927	-19765.05501336754	-19632.123601433977	-132.93141193356183	-19632.123601433977	936.6266913230755	3227.3776897176162	7.6531957769217795	0.2736763628565694	0.2886037511219583	0.1176299264268239	0.3200899595946485	356.11576711050765	-118.6667498179694
572	-19615.76245244236	-19713.713408772604	-19615.762452442363	-97.95095633024242	-19615.762452442363	260.80681024529326	896.5936646076925	5.321333574522783	0.29249425253281885	0.270976313360795	0.14814934781524985	0.2883800862911364	79.62329887538691	-88.88556399853255
573	-19615.177032992768	-19740.576397740104	-19615.177032992768	-125.39936474733692	-19615.177032992768	1309.4802713523386	3618.0421786964753	5.95020974307381	0.2736763628565694	0.2816798575935082	0.12455381995527395	0.3200899595946485	317.7568560394637	-112.12802257343544
574	-19595.439003432646	-19719.27428136389	-19595.43900343265	-123.83527793124162	-19595.43900343265	296.37440336176337	1788.4105432972601	4.391785657544959	0.2876936866130404	0.2806862330241702	0.13880610814058894	0.29281397222220057	269.84425899662665	-111.82839047222933
575	-19589.930507436857	-19697.401347795472	-19589.93050743686	-107.47084035861232	-19589.93050743686	157.83971177713056	816.8444597450763	4.994042562378669	0.29249425253281885	0.270976313360795	0.15160905005968217	0.28492038404670406	115.32587555435985	-97.80419422299633
576	-19578.649690409828	-19713.405776095096	-19578.64969040983	-134.75608568526675	-19578.64969040983	1056.627855102988	4220.641282888188	2.2864733201498644	0.281941687384928	0.2317893257734484	0.15103731949031077	0.33523166735131293	527.6037353908737	-120.24898989825486
577	-19577.480272588182	-19734.198743836347	-19577.48027258818	-156.71847124816856	-19577.48027258818	1591.480368132821	7808.74027288559	7.155275506231365	0.28158568994463173	0.28082257225443735	0.1297437300750491	0.30784800772588183	961.6877811233263	-135.70552407207862
578	-19575.43318511336	-19695.371602175914	-19575.433185113357	-119.9384170625572	-19575.433185113357	1089.7362957841226	3093.2520392234037	5.616610829880016	0.28059766212690634	0.26474755743116907	0.154253770678231	0.30040100976369366	262.53748906007166	-107.83389008193035
579	-19570.542185716986	-19686.710292634296	-19570.54218571699	-116.16810691730656	-19570.54218571699	233.11586513675894	1236.0071573628784	2.76314152716326	0.2510838076486929	0.15986870601836609	0.35015357267561537	0.2388939136573256	218.86665980742828	-105.48355800697814
580	-19549.386356883424	-19652.031988591967	-19549.386356883428	-102.64563170854122	-19549.386356883428	137.14192959185132	688.8942281778927	4.445287804159264	0.29256431399969224	0.2761502285156463	0.13807184230679187	0.2932136151778697	136.14697384975565	-92.62677993214044
581	-19512.493171907867	-19653.553550074317	-19512.49317190786	-141.06037816645696	-19512.49317190786	2662.9227189492217	7254.127505626011	7.838904928893413	0.26890343112670845	0.27695240344301325	0.13034796284947867	0.32379620258079966	738.4113675291998	-122.37688408409238
582	-19511.491414979842	-19631.147373170716	-19511.49141497984	-119.65595819087686	-19511.49141497984	359.0297992597377	1592.3199544818776	4.814618823054124	0.27999799954008464	0.2912933909999595	0.13888397214371448	0.28982463731624153	260.29850826874105	-107.65817360948087
583	-19492.326869443048	-19612.888996949787	-19492.326869443048	-120.5621275067399	-19492.326869443048	362.22725030827877	1757.3907846577827	5.383074169563891	0.29161008499102953	0.28235735730843803	0.13574173257629957	0.290290825124233	245.58649563014276	-108.57724191974303
584	-19446.40769883845	-19569.729643529616	-19446.407698838444	-123.32194469117036	-19446.407698838444	266.59792750284385	1482.6472707206708	11.253721123239274	0.2707688049273618	0.27695240344301325	0.12625236880545382	0.32602642282417116	295.19650882126626	-109.27530592600385
585	-19434.384523079007	-19545.054716624378	-19434.384523079007	-110.67019354537018	-19434.384523079007	216.46780165788206	1053.0379074829334	5.593778211665922	0.2997219517851505	0.2762503189186239	0.13773021478188804	0.2862975145143376	219.95935828142234	-99.01381455427834
586	-19433.476376870076	-19557.112828527446	-19433.476376870087	-123.63645165736087	-19433.476376870087	677.5116791174947	2332.1328020598166	12.833814824318843	0.2780505026801798	0.2768601959593899	0.12630578969590223	0.3187835116645281	253.50901627241663	-109.91352151280743
587	-19433.24892609243	-19531.972152097227	-19433.24892609243	-98.72322600479514	-19433.24892609243	116.10191249352575	533.7811868833551	5.4910820566669765	0.28826662001386366	0.27529131561527437	0.14322844919299238	0.2932136151778697	110.29849086026374	-88.93548461307542
588	-19403.905301890663	-19503.674417472273	-19403.905301890663	-99.76911558160911	-19403.905301890663	151.99074637034167	626.8429221048431	2.3529498807395046	0.2899439710370096	0.2761502285156463	0.14069218526947452	0.2932136151778697	117.14289340832919	-90.82547244499756
589	-19402.966131081685	-19508.29932351108	-19402.966131081677	-105.33319242940316	-19402.966131081677	180.3172142011301	840.9319717359198	4.759232635601932	0.29106742830780186	0.27529131561527437	0.14322844919299238	0.2904128068839315	145.61934954008012	-95.11828725169357
590	-19402.819514563485	-19521.398342324435	-19402.819514563485	-118.57882776095022	-19402.819514563485	691.3282396021344	2177.6436564253113	4.989268818967049	0.2861619560428681	0.27207663633435336	0.15141802808756818	0.29034337953521044	299.4266988077447	-106.12721205451243
591	-19401.78339015959	-19514.20721857368	-19401.7833901596	-112.42382841408114	-19401.7833901596	259.36023889999916	1229.9926910749932	4.354068061856349	0.28673650479520413	0.2649191688651553	0.1502978922005747	0.298046434139066	281.9477620585907	-100.37204068198359
592	-19383.47340139597	-19500.38794086535	-19383.473401395968	-116.91453946938185	-19383.473401395968	185.8308043197076	989.0701771420609	18.040330971596497	0.2780505026801798	0.2733581983364558	0.1298077873188363	0.3187835116645281	217.85615810656935	-103.02615518877008
593	-19368.788574898295	-19491.98552294577	-19368.788574898295	-123.19694804747803	-19368.788574898295	489.13917255022903	2015.1979459939118	7.210303617585436	0.2879150882684917	0.27695240344301325	0.1137513908206578	0.3213811174678372	256.89569237646396	-110.28579689406773
594	-19350.441556416914	-19476.235880360895	-19350.441556416914	-125.79432394398239	-19350.441556416914	481.04839724663884	2063.0686607006464	11.368767918343174	0.2780505026801798	0.2768601959593899	0.12630578969590223	0.3187835116645281	315.45160391760334	-111.47246540865726
