#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HBV" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HBV" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:HBV" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.base.inference.parameter.RealParameter">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:HBV" name="distribution">
#            <parameter id="ucldStdev.c:HBV" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta" spec="beast.base.inference.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:HBV" id="estimatedFreqs.s:HBV" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:HBV" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HBV">
#                <LogNormal S="@ucldStdev.c:HBV" id="LogNormalDistributionModel.c:HBV" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.10" lower="0.0" name="M" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:HBV" spec="beast.base.inference.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:HBV" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
0	-40797.909674519506	-40758.34033519158	-39.569339327927715	-40758.34033519158	21.276923987785114	33.660001522296184	2.0	0.25	0.25	0.25	0.25	0.3	-39.163446108944996	0.1	2.0213350583729214E-5	3.717260589060141E-12	0.0969094126916534
1000	-21649.61357441553	-21552.17505710901	-97.43851730652045	-21552.17505710901	103.02423966139334	507.969672491108	2.0	0.25	0.25	0.25	0.25	74.77568253237584	-86.64088962594725	1.2532118961823349	8.072037716361992E-5	2.4181601562489503E-9	0.8830317891316255
2000	-15060.199110986048	-14931.53826984074	-128.66084114530824	-14931.53826984074	702.0642393393827	2690.9034381263646	2.3093898648842157	0.25	0.25	0.25	0.25	362.5342022110139	-112.00400565148982	1.6952522461929178	6.035115515382465E-5	4.778327108252358E-9	0.8585937708708041
3000	-13734.230708193865	-13587.77057012896	-146.46013806490603	-13587.77057012896	1510.4523058073337	5468.055767127015	2.3093898648842157	0.25	0.25	0.25	0.25	475.8951912378961	-128.49920283464033	1.6610754269159238	5.645690641209591E-5	4.741776787023313E-9	0.7524292538074567
4000	-13384.737725348832	-13226.849086188133	-157.88863916069946	-13226.849086188133	1881.9849046199852	7509.339410454632	2.3093898648842157	0.25	0.25	0.25	0.25	684.4953431509268	-136.54334245517984	1.9879107988065088	5.3118066718156446E-5	6.9129167187250045E-9	0.7472224451696973
5000	-12755.91353389761	-12590.93687008793	-164.97666380968045	-12590.93687008793	1266.6726074258975	7831.743601687564	2.3093898648842157	0.25	0.25	0.25	0.25	1208.2564584461857	-137.90573687978792	1.9617677112502034	5.966853738444169E-5	6.379822855168515E-9	0.8234658795840759
6000	-12727.531551696435	-12563.103878234217	-164.42767346221802	-12563.103878234217	1263.5165183138743	7961.204109639767	2.3093898648842157	0.25	0.25	0.25	0.25	1001.6220781601382	-139.85874963479682	1.8743191778474921	5.5361745639028434E-5	6.18360912810009E-9	0.8348839500290648
7000	-12718.796461329199	-12555.19389653713	-163.60256479206888	-12555.19389653713	1263.4064108465936	7886.781560710615	2.3093898648842157	0.25	0.25	0.25	0.25	1001.6220781601382	-140.11242217257274	1.5013457158043535	5.7115684938690066E-5	3.916457784871685E-9	0.722069666913094
8000	-12702.111229328162	-12538.142138317262	-163.96909101090085	-12538.142138317262	1358.3261975478438	8120.655602630005	2.469310253670453	0.25	0.25	0.25	0.25	1137.348499127785	-138.80032545601605	1.547277531124953	5.7550789533723166E-5	4.28872397875109E-9	0.7581103297603681
9000	-12692.639534511853	-12528.931525105887	-163.70800940596516	-12528.931525105887	1331.6173546907362	7912.34230522477	2.469310253670453	0.25	0.25	0.25	0.25	889.3282193310017	-140.9034008719589	1.6710665015132733	5.7113777579755515E-5	5.076125454380572E-9	0.7913115585201211
10000	-12678.89797771032	-12513.334684000429	-165.56329370989056	-12513.334684000429	1469.3400985937878	8695.804177268072	2.469310253670453	0.25	0.25	0.24187614431367754	0.25812385568632246	1146.8170045125376	-139.92889139105762	1.6710665015132733	5.2191984940140775E-5	4.724950719367707E-9	0.7804308965453913
11000	-12681.280760641606	-12514.66456022785	-166.6162004137565	-12514.66456022785	1615.030597616635	9222.183921213078	2.469310253670453	0.25	0.25	0.24187614431367754	0.25812385568632246	1268.295940572453	-139.85006855258155	1.608039196570793	4.756244279457898E-5	4.678616666073571E-9	0.8278532164641254
12000	-12680.743564433342	-12515.545002499068	-165.1985619342738	-12515.545002499068	1772.583356190014	9217.621082166715	2.469310253670453	0.25	0.25	0.24187614431367754	0.25812385568632246	1209.6727196783627	-138.6849150915446	1.739566160856083	4.8578883111330545E-5	5.251120691020794E-9	0.8218813109936854
13000	-12683.268648641713	-12518.294001749971	-164.97464689174197	-12518.294001749971	2568.666065440324	10730.820976838904	2.469310253670453	0.25	0.25	0.24187614431367754	0.25812385568632246	1003.7481946863782	-140.94537727134252	1.6563774496812507	4.008749945290411E-5	4.539544768647413E-9	0.8171671757135411
14000	-12682.402275211803	-12515.622475139782	-166.7798000720206	-12515.622475139782	1871.3794420113481	9612.574477358423	2.469310253670453	0.25	0.25	0.24187614431367754	0.25812385568632246	1003.7481946863782	-142.75053045162116	1.6563774496812507	4.652229493208314E-5	4.628892815159688E-9	0.8343482492948328
15000	-12673.744794350898	-12508.991438054625	-164.7533562962728	-12508.991438054625	1798.77083309013	9218.584930814024	2.6589497877563737	0.25	0.25	0.23567931001675083	0.2643206899832492	1171.12040078098	-139.0220729911419	1.5866876400317507	4.760285660695244E-5	4.174575232081663E-9	0.8033755774936187
16000	-12670.949220467099	-12506.04969299885	-164.89952746824952	-12506.04969299885	1468.4339931261902	8521.759348913865	2.6589497877563737	0.25	0.25	0.23567931001675083	0.2643206899832492	1171.12040078098	-139.17996005008902	1.5826602052016454	5.296707673540551E-5	4.387353697133791E-9	0.7997841025440662
17000	-12674.503135567762	-12511.042612850439	-163.46052271732336	-12511.042612850439	1446.1909565539247	8129.120140491335	2.6589497877563737	0.25	0.25	0.23567931001675083	0.2643206899832492	1171.12040078098	-137.74095529916286	1.5826602052016454	5.427029340616512E-5	4.654307996451998E-9	0.7976425993238736
18000	-12685.67433122267	-12522.180904746183	-163.49342647648697	-12522.180904746183	1639.9042412731565	8703.959369430419	2.6589497877563737	0.25	0.25	0.23567931001675083	0.2643206899832492	998.2644656417777	-139.66051937056005	1.5826602052016454	4.974686490653506E-5	4.801484461839128E-9	0.774254939846793
19000	-12484.881090853765	-12319.982893037855	-164.89819781590938	-12319.982893037855	1659.4079820824031	8451.450696532205	2.6589497877563737	0.25	0.25	0.23567931001675083	0.2643206899832492	1053.2148716599231	-141.5560337380079	1.2120413984387584	4.996560613587606E-5	2.0635054000785824E-9	0.6560101751897628
